Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.7128484117097478	0.7287864829064635	0.6198147402335884	0.6181511470985155	0.8226164079822617	0.3004048582995951	0.23708618238440182	0.3004048582995951
1	0.7767349216235856	0.7930558038052461	0.6472009665726943	0.6455549932523617	0.8910675381263616	0.3311740890688259	0.292065802389737	0.3311740890688259
2	0.8052300685144815	0.8209127856909997	0.6967378171566653	0.6954706477732794	0.877742946708464	0.4534412955465587	0.3919280577364569	0.4534412955465587
3	0.8162378023461019	0.8295473608912223	0.7156665324204591	0.7146676788124157	0.8457516339869281	0.5238866396761134	0.430188041411367	0.5238866396761134
4	0.8230237205439634	0.837497488791117	0.7168747482883608	0.7158274291497976	0.8584905660377359	0.5157894736842106	0.43255418865978945	0.5157894736842106
5	0.8298887937298868	0.8418126271368839	0.7313733387031817	0.7305119770580297	0.8421686746987952	0.5659919028340081	0.46181272838645626	0.5659919028340081
6	0.8363671753347866	0.8466102440458138	0.7301651228352799	0.729213056680162	0.8589580686149937	0.5473684210526316	0.4592938750676041	0.5473684210526316
7	0.8500616370808678	0.8571947229866315	0.7374144180426903	0.7365047233468286	0.8612143742255266	0.562753036437247	0.47386476940496514	0.562753036437247
8	0.8488639312778989	0.8569762291984375	0.743455497382199	0.7426830296896085	0.8428899082568807	0.5951417004048583	0.4861102311652876	0.5951417004048583
9	0.856611387937299	0.8618881908894029	0.7559403946838502	0.7552505060728745	0.845225027442371	0.6234817813765182	0.5111995135052957	0.6234817813765182
10	0.8642122132253711	0.8686752931849662	0.7672170761175997	0.7666329284750337	0.841831425598335	0.6550607287449393	0.5338827761499034	0.6550607287449393
11	0.8630819838056679	0.8676535191545516	0.778896496173983	0.7783738191632928	0.8464646464646465	0.6785425101214575	0.5573234828496043	0.6785425101214575
12	0.8627997508564311	0.8658381542340728	0.7648006443817962	0.7641194331983806	0.8557377049180328	0.6340080971659919	0.5289527027027028	0.6340080971659919
13	0.8657985570434963	0.8689622825462611	0.7728554168344745	0.7723093792172739	0.8426966292134831	0.6680161943319838	0.5452073763847609	0.6680161943319838
14	0.869367019620056	0.8726850138049065	0.7768828030608136	0.7763200067476383	0.850669412976313	0.668825910931174	0.5532559867598879	0.668825910931174
15	0.8723917782622237	0.8752887294594939	0.7768828030608136	0.7762778340080971	0.8580441640378549	0.6607287449392713	0.5532182607373879	0.6607287449392713
16	0.8757013650991383	0.8802042043125287	0.7869512686266613	0.7865089406207828	0.8433852140077821	0.7020242914979757	0.5735185490032206	0.7020242914979757
17	0.8806748287137962	0.8822706484362575	0.7861457913813935	0.7856190958164642	0.8562753036437247	0.6850202429149798	0.5718338518953194	0.6850202429149798
18	0.8837732274473166	0.8872195071584691	0.7958115183246073	0.79542004048583	0.8460076045627376	0.7206477732793523	0.5912964205674927	0.7206477732793523
19	0.8833683691477214	0.8869257007914962	0.7946033024567056	0.7941422064777328	0.8557409224730128	0.7060728744939271	0.5888207881673589	0.7060728744939271
20	0.8894165888093014	0.8908972116872141	0.7958115183246073	0.7953652159244264	0.854775828460039	0.7101214574898785	0.5912515670441643	0.7101214574898785
21	0.8875493096646943	0.8887669883590334	0.7885622231171969	0.7880693319838057	0.853585657370518	0.6939271255060728	0.5767004799716322	0.6939271255060728
22	0.8920014533374858	0.8932107132072472	0.7958115183246073	0.7953567813765182	0.8561643835616438	0.708502024291498	0.5912446656282846	0.708502024291498
23	0.893225111595557	0.8946110803981279	0.7937978252114378	0.7933324898785425	0.855457227138643	0.7044534412955465	0.5872048357548691	0.7044534412955465
24	0.8931232482092807	0.8953070418047029	0.8022553362867499	0.8018893387314441	0.849624060150376	0.7319838056680162	0.6042144090078456	0.7319838056680162
25	0.8950875246548324	0.8964248202858545	0.8058799838904551	0.8055204116059379	0.8528584817244611	0.7368421052631579	0.6114740538168069	0.7368421052631579
26	0.898404572822589	0.8983452098469089	0.8078936770036247	0.8075953103913631	0.8458029197080292	0.7506072874493928	0.6155514577117998	0.7506072874493928
27	0.8975695525796741	0.8977964113567851	0.8070881997583568	0.8067729419703105	0.8474264705882353	0.7465587044534413	0.6139264810759031	0.7465587044534413
28	0.8960941555071109	0.8967222697589612	0.8135320177204994	0.8131874156545209	0.8594040968342644	0.7473684210526316	0.6268004169497676	0.7473684210526316
29	0.8999714522993876	0.8992188358068197	0.8111155859846959	0.8107877867746289	0.8539741219963032	0.7481781376518218	0.6219768997370942	0.7481781376518218
30	0.903189232326378	0.9026120439418455	0.8191703584373742	0.8189482118758435	0.8471731448763251	0.7765182186234818	0.6381736331149243	0.7765182186234818
31	0.9045488165680474	0.9035976423999506	0.8135320177204994	0.8132085020242915	0.8560885608856088	0.751417004048583	0.6268161658275977	0.751417004048583
32	0.904631215612997	0.904300882336809	0.8139347563431333	0.8135374493927126	0.8684461391801716	0.7376518218623481	0.6275671706044721	0.7376518218623481
33	0.9060553565867331	0.9055590654452826	0.8231977446637132	0.8229672739541161	0.8528368794326241	0.7789473684210526	0.6462261563711695	0.7789473684210526
34	0.9075255631682757	0.9062455919583879	0.815142972211035	0.8147688933873144	0.8660377358490566	0.7433198380566801	0.6300027432526536	0.7433198380566801
35	0.9075936883629192	0.9066960526097431	0.8215867901731776	0.8213562753036437	0.851063829787234	0.7773279352226721	0.6430027044930025	0.7773279352226721
36	0.908866007474307	0.9079508095613962	0.8248086991542489	0.8245234480431849	0.8629764065335753	0.7700404858299595	0.6494111491347627	0.7700404858299595
37	0.9091278028651509	0.9082932000972863	0.8215867901731776	0.8212761470985155	0.863302752293578	0.7619433198380566	0.6429454583816858	0.7619433198380566
