Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.7119526276985702	0.7162777401458823	0.5948449456302859	0.5881406345728497	0.8338557993730408	0.21821164889253486	0.17862887898322066	0.21821164889253486
1	0.7920984724976896	0.7970726140113398	0.6943213854208619	0.6906652059687853	0.8142076502732241	0.4889253486464315	0.3840616632191801	0.4889253486464315
2	0.8065168066790585	0.8128589010978039	0.6999597261377366	0.6961155647397224	0.8356940509915014	0.48400328137817883	0.39519157299201224	0.48400328137817883
3	0.8094658933967456	0.8120541441619281	0.7096254530809505	0.7062517523182521	0.8233766233766234	0.5200984413453651	0.4152259714179042	0.5200984413453651
4	0.8187830344440867	0.8215909031266091	0.7168747482883608	0.7138100850458459	0.8177339901477833	0.5447087776866284	0.43017683119311523	0.5447087776866284
5	0.827969076125897	0.8305551726075917	0.7261377366089408	0.7231418287452882	0.8282582216808769	0.5578342904019689	0.44889255617839996	0.5578342904019689
6	0.8291746061826979	0.8313162957754759	0.720499395892066	0.7170635559339986	0.8449408672798949	0.527481542247744	0.43705010940790356	0.527481542247744
7	0.8385212770376216	0.8393969246345225	0.7442609746274668	0.7419792499558675	0.818082788671024	0.616078753076292	0.4860950813976266	0.616078753076292
8	0.8476294379082252	0.8483209410027468	0.7482883608538059	0.7457743169852857	0.835214446952596	0.6070549630844955	0.493950559030759	0.6070549630844955
9	0.8479156498894093	0.849417911159124	0.752315747080145	0.750489351097081	0.8081632653061225	0.649712879409352	0.502733258284197	0.649712879409352
10	0.8520984984579598	0.8512551464668675	0.7547321788159485	0.752994192687511	0.8074596774193549	0.6570959803117309	0.5076712149473679	0.6570959803117309
11	0.8540812141099263	0.854088996930807	0.7503020539669755	0.7477959730428552	0.8376550169109357	0.6095159967186218	0.49800632081734975	0.6095159967186218
12	0.8564877311762079	0.85595213665269	0.7652033830044301	0.7633958240309031	0.8238289205702648	0.6636587366694011	0.5286211151080424	0.6636587366694011
13	0.8639435208357129	0.8624822046002295	0.779299234796617	0.7777810588675091	0.8285994123408423	0.694011484823626	0.5571730862733433	0.694011484823626
14	0.8662637200029075	0.8640782183902769	0.7776882803060814	0.7764762307764198	0.8137347130761995	0.7095980311730927	0.5542149708646165	0.7095980311730927
15	0.8680212303091348	0.8658062131741016	0.7760773258155457	0.7746603098617875	0.8202898550724638	0.6964725184577523	0.5508005591289251	0.6964725184577523
16	0.8693393630388054	0.8686040837423042	0.7805074506645188	0.7788655491635601	0.8356573705179283	0.6882690730106645	0.5594876490784213	0.6882690730106645
17	0.8743185429019429	0.8723433465241376	0.779701973419251	0.7779721913583452	0.8387096774193549	0.682526661197703	0.5577933572679972	0.682526661197703
18	0.8818781736430567	0.8794921890633167	0.7946033024567056	0.7938056847800127	0.8168007149240393	0.7497949138638228	0.5884706928399561	0.7497949138638228
19	0.8824006240849004	0.8803040048254132	0.7950060410793395	0.7942596650086707	0.8152753108348135	0.7530762920426579	0.5893196535959839	0.7530762920426579
20	0.8802601997902411	0.8791330698197793	0.7833266210229561	0.7818681789389519	0.8309037900874635	0.7013945857260049	0.565304798244889	0.7013945857260049
21	0.8820384783127901	0.8789240219194644	0.7877567458719291	0.7863800739348501	0.8326923076923077	0.7104183757178015	0.5742611946926984	0.7104183757178015
22	0.884996326621738	0.8825094292527881	0.7937978252114378	0.7929415322790002	0.8181818181818182	0.7456931911402789	0.5868085122979538	0.7456931911402789
23	0.882431127402623	0.8811653196641344	0.78372935964559	0.7820593114297878	0.841	0.689909762100082	0.565928451186398	0.689909762100082
24	0.8847623596847385	0.8824362485168175	0.7909786548530005	0.7896906574178877	0.8326996197718631	0.7186218211648893	0.5807976729577957	0.7186218211648893
25	0.8909649172905786	0.889889440774745	0.8022553362867499	0.8017157791715559	0.8154246100519931	0.7719442165709598	0.6040048630805075	0.7719442165709598
26	0.891447129313299	0.8908353347622965	0.8006443817962142	0.7995785999106967	0.8345656192236599	0.7407711238720263	0.6003582545350024	0.7407711238720263
27	0.8963724416153519	0.8966887041954184	0.8034635521546516	0.8021869580793554	0.8471035137701804	0.7317473338802297	0.6058425027698606	0.7317473338802297
28	0.90028595237848	0.8997612493472801	0.8163511880789368	0.8157067424014288	0.8349429323968394	0.7801476620180475	0.6321519724291365	0.7801476620180475
