Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.7282861006363651	0.7207570693902067	0.6645187273459525	0.6602288654410455	0.7039911308203991	0.5287260616153205	0.3229980901070162	0.5287260616153205
1	0.8006468218762057	0.7971118110437679	0.6790173177607732	0.6707972815165729	0.8355481727574751	0.41881765195670273	0.3470629477917875	0.41881765195670273
2	0.812363202271638	0.8084628628267618	0.6923076923076923	0.6846147451226942	0.8408736349453978	0.4487926727726894	0.3747496707321414	0.4487926727726894
3	0.8250820623998982	0.8215918533806913	0.6971405557792992	0.6895579736594959	0.8459167950693375	0.4571190674437968	0.38470177140574935	0.4571190674437968
4	0.8324712505569332	0.8278358045557586	0.7088199758356827	0.7017890707301897	0.8463768115942029	0.48626144879267275	0.4090767100300102	0.48626144879267275
5	0.8352481226642904	0.8301340446699954	0.7221103503826017	0.7162378335266633	0.8288288288288288	0.5362198168193172	0.43735344923842867	0.5362198168193172
6	0.8434166925378097	0.8390016566486957	0.7265404752315747	0.7210540877921545	0.8238213399503722	0.5528726061615321	0.44674996693869373	0.5528726061615321
7	0.8495747823251815	0.8435107077821733	0.7410390656463954	0.7359626858013537	0.833732057416268	0.5803497085761865	0.4765002546069429	0.5803497085761865
8	0.8518528501339887	0.8454596561273464	0.7454691904953685	0.7408841565985703	0.8258877434135166	0.6003330557868443	0.4859610665108314	0.6003330557868443
9	0.8551236554041677	0.851422260429957	0.7559403946838502	0.7514454283416965	0.838452787258248	0.6136552872606161	0.5071866928767144	0.6136552872606161
10	0.8602909561844587	0.8562645907255646	0.7756745871929118	0.7733444308629964	0.809021113243762	0.7019150707743547	0.5489849126931976	0.7019150707743547
11	0.866329540775303	0.8624382911916386	0.7660088602496979	0.7624321126050704	0.8270042194092827	0.652789342214821	0.5283805691707824	0.652789342214821
12	0.8664438500937206	0.862296047740473	0.7732581554571083	0.7713725951202911	0.7964684014869888	0.7135720233139051	0.5445356324483039	0.7135720233139051
13	0.87315595038456	0.8713081506113454	0.7821184051550544	0.7799529383340196	0.8130929791271347	0.7135720233139051	0.5620792728308823	0.7135720233139051
14	0.8800505558940093	0.8783356325866062	0.7845348368908578	0.7818984699437936	0.8271119842829077	0.701082431307244	0.566523991684236	0.701082431307244
15	0.8823818814534431	0.879407290124347	0.7845348368908578	0.7815039079498234	0.8370445344129555	0.6885928393005828	0.566179998047099	0.6885928393005828
16	0.8831427528541607	0.8796236194148823	0.7921868707209021	0.7900978903435905	0.8234183191690274	0.7260616153205662	0.5823710453729666	0.7260616153205662
17	0.8876566719621325	0.8835823172839842	0.801449859041482	0.8001730227410595	0.8160714285714286	0.7610324729392173	0.6016278947918237	0.7610324729392173
18	0.891116802040941	0.8878207660734923	0.8038662907772856	0.8017239923568633	0.8387096774193549	0.736053288925895	0.6057903990178184	0.736053288925895
