Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.684030143189884	0.6805015155024843	0.6024969794603302	0.6016774691658394	0.7418111753371869	0.31098546042003233	0.2036874993298321	0.31098546042003233
1	0.7791677209646339	0.7758409193878055	0.7015706806282722	0.7011947628964972	0.7733773377337734	0.5678513731825525	0.4026903724519262	0.5678513731825525
2	0.7993054609390713	0.7911153589264527	0.7233185662505034	0.7230586319429576	0.7725024727992087	0.6308562197092084	0.44634734282128286	0.6308562197092084
3	0.8235014370892293	0.8156463948397975	0.7225130890052356	0.7221078173761282	0.8108720271800679	0.5783521809369951	0.44457402029456505	0.5783521809369951
4	0.8290914871116128	0.8224573850152365	0.7547321788159485	0.7546269082793209	0.7741935483870968	0.7172859450726979	0.5093590717404995	0.7172859450726979
5	0.8322757913722741	0.8236829698437027	0.7442609746274668	0.7441033925686591	0.773841961852861	0.6882067851373183	0.48835871304468603	0.6882067851373183
6	0.8422640481149152	0.838177428846971	0.7555376560612163	0.7553324769189844	0.7979225684608121	0.6825525040387722	0.5108726094619693	0.6825525040387722
7	0.847005469373455	0.843684044822113	0.7591623036649214	0.7590059754364794	0.7903811252268602	0.7035541195476576	0.5181719769942772	0.7035541195476576
8	0.8503224529783107	0.84713841518762	0.761578735400725	0.7613860936476115	0.8018691588785046	0.6930533117932148	0.5229716976845921	0.6930533117932148
9	0.8539518331808656	0.8514574226697638	0.7704389850986709	0.7702736633123772	0.8053016453382084	0.7116316639741519	0.540724140482319	0.7116316639741519
10	0.8570965607178309	0.8540429513689047	0.7712444623439387	0.7709905859301504	0.8297244094488189	0.6809369951534734	0.542254531386215	0.6809369951534734
11	0.8648707917291136	0.8615736230338225	0.778896496173983	0.7788027716682562	0.797752808988764	0.7455573505654282	0.5577081250711782	0.7455573505654282
12	0.8665226333443631	0.8644035556451068	0.7805074506645188	0.7803592398673855	0.8124436429215509	0.7277867528271406	0.5608827806057468	0.7277867528271406
13	0.8658400970602929	0.8630458368243606	0.7809101892871526	0.7807994498186608	0.8038528896672504	0.7415185783521809	0.5617213528586465	0.7415185783521809
14	0.8722109763772375	0.8693207951025193	0.7825211437776883	0.7823967923389843	0.8088495575221238	0.7382875605815832	0.5649321319824626	0.7382875605815832
15	0.8731481661703356	0.8684320341116254	0.78372935964559	0.783524404564948	0.8309726156751652	0.7108239095315024	0.5672793925553172	0.7108239095315024
16	0.8788329408100901	0.8747296186320639	0.7950060410793395	0.7948488623313934	0.8310626702997275	0.7390953150242326	0.589881236125583	0.7390953150242326
17	0.8807196475725195	0.8754082127391468	0.8002416431735804	0.8001855564422471	0.8117647058823529	0.7802907915993538	0.6004365593825878	0.7802907915993538
